"","SRR29185159","SRR29185160","SRR29185161","SRR29185162"
"FBtr0309659_df_nrg",0,0,0,0
"FBgn0030327",1798,2293,2053,1873
"FBgn0265428",2,2,0,0
"FBgn0052547",211,276,405,283
"FBti0019633",9,8,30,17
"FBgn0031052",4238,5276,4178,4089
"FBtr0309726_df_nrg",0,0,0,0
"FBgn0262848",8,6,2,2
"FBti0062946",0,0,0,0
"FBti0019072",0,0,0,0
"FBgn0040397",644,850,822,920
"FBgn0030394",4,1,40,59
"FBti0059782",0,0,1,1
"FBti0061585",0,0,0,0
"FBgn0052694",2,35,41,20
"FBgn0030376",8,3,1,0
"FBgn0030240",1598,1926,1577,1725
"FBgn0285954",6882,7630,7125,6884
"FBgn0024991",739,979,1363,1349
"FBgn0027259",473,560,568,621
"FBgn0259223",0,1,2,1
"RR48310_transposable_element",0,0,0,0
"FBgn0262611",0,0,0,0
"FBgn0030715",8,5,5,14
"FBti0061850",0,0,0,0
"FBti0059925",0,0,0,0
"FBti0064111",0,0,0,0
"FBgn0266052",0,0,1,0
"FBgn0024943",0,0,6,3
"FBgn0267182",1,0,0,1
"FBti0063336",0,0,0,0
"FBgn0030624",1,0,0,0
"FBgn0040370",234,297,701,401
"FBgn0262810",0,0,0,0
"FBgn0030989",0,0,0,1
"FBgn0262850",6,3,4,4
"FBgn0030686",1327,1523,1888,1566
"FBgn0025621",2112,2273,1886,1702
"FBgn0064117",0,0,0,0
"FBgn0031040",670,604,741,709
"FBgn0025882",0,0,2,0
"FBgn0028397",97,150,461,250
"FBti0019666",0,0,0,0
"FBti0062436",0,0,0,0
"FBgn0052563",0,0,0,0
"FBgn0000542",1549,2021,2607,2877
"FBtr0304185_df_nrg",0,0,0,0
"FBgn0031057",4749,6131,6429,6637
"FBti0060694",1,0,0,6
"FBgn0085352",0,0,0,2
"FBti0019697",0,0,0,0
"FBti0062738",0,0,0,0
"FBgn0025679",0,0,0,0
"FBgn0267515",0,1,0,0
"FBgn0052602",2,6,0,2
"FBgn0014464",10,4,8,3
"FBgn0261383",1185,1649,1407,1508
"FBgn0015336",3,2,5,20
"FBgn0283639",0,0,0,0
"FBgn0003116",276,344,380,325
"FBgn0014391",4424,3777,4148,4108
"FBgn0040357",1,0,0,0
"FBgn0030432",76,101,101,70
"FBgn0062413",543,648,880,743
"FBgn0030959",930,1023,1050,1135
"FBgn0267227",0,0,0,0
"FBgn0000459",427,540,839,687
"FBti0063332",0,0,0,0
"FBgn0030539",31,389,76,120
"FBgn0267040",0,5,2,8
"FBgn0053542",5,6,45,15
"FBgn0265832",0,0,0,1
"FBgn0262575",0,0,0,0
"FBti0062279",0,3,5,2
"FBgn0052817",58,60,67,69
"FBgn0030230",1691,2055,1439,1359
"FBgn0265868",6,14,4,4
"FBti0061169",0,2,5,3
"FBgn0030003",1428,1500,1277,1241
"FBgn0265613",5,11,10,12
"FBti0019597",36,35,19,49
"FBti0063305",0,0,0,0
"FBgn0029737",1350,1555,1745,1513
"FBgn0261524",1033,1249,1550,1474
"FBti0019560",0,0,0,0
"FBti0059650",0,0,0,0
"FBgn0001087",1285,1801,2072,1773
"FBgn0086367",6,4,7,10
"FBgn0030853",2343,2339,3018,2684
"FBgn0030104",0,0,0,0
"FBgn0029756",451,584,484,457
"FBgn0087008",7281,9618,8243,8295
"FBgn0265139",0,1,2,6
"FBti0061333",0,0,0,0
"FBgn0015773",486,714,648,593
"FBgn0030410",180,256,251,271
"FBgn0031126",254,329,310,361
"FBgn0031037",3118,3250,4421,4275
"FBgn0086368",257,438,289,330
"FBgn0284435",735,1101,833,902
"FBti0062825",0,0,0,0
"FBgn0040353",0,0,0,0
"FBgn0029864",684,1100,1665,1069
"FBgn0004367",1195,1288,1197,1014
"FBgn0030778",324,457,1123,652
"FBgn0027791",2003,2011,1556,1339
"FBgn0001565",1923,2415,2851,2472
"FBgn0003656",1915,2712,2795,2541
"FBgn0264676",3,1,3,5
"FBgn0015926",455,507,621,600
"FBti0063528",0,0,0,0
"FBgn0029839",235,321,392,310
"FBti0060076",0,4,0,0
"FBgn0283451",11971,18674,10280,13655
"FBgn0267447",0,0,0,0
"FBti0062437",0,0,0,0
"FBgn0264975",4625,6693,11313,8371
"FBgn0262967",0,0,0,0
"FBgn0261793",1572,2378,2488,1942
"FBgn0031141",0,0,0,0
"FBgn0266096",5,1,2,5
"FBgn0263212",0,0,0,0
"FBgn0029968",0,0,0,0
"FBti0060713",0,0,0,0
"FBti0019612",0,1,0,0
"FBgn0030161",0,2,2,0
"FBgn0030770",3,11,3,5
"FBgn0265986",0,0,0,0
"FBgn0030570",0,0,0,0
"FBgn0001092",30443,28753,78456,50916
"FBgn0030009",0,0,2,0
"FBgn0011983",0,0,0,0
"FBti0063606",0,0,0,0
"FBgn0250788",19154,27815,34949,26885
"FBgn0030510",374,247,673,338
"FBti0060709",0,0,0,0
"FBgn0266434",0,0,0,0
"FBgn0286869",0,0,0,0
"FBti0019058",0,1,2,0
"FBti0060486",0,0,0,0
"FBti0060181",0,0,0,0
"FBgn0030017",548,778,661,598
"FBgn0053666",0,0,0,0
"FBgn0031111",0,0,0,3
"FBgn0031074",1,4,2,2
"FBgn0029504",423,655,1067,723
"FBgn0265454",0,0,0,0
"FBgn0259242",418,638,772,584
"FBgn0029665",707,696,691,609
"FBgn0031093",2648,2875,2616,2410
"FBgn0040375",460,483,594,509
"FBti0061777",0,0,0,0
"FBti0064105",0,3,0,0
"FBti0062787",0,0,0,0
"FBgn0030545",1320,1395,1046,1096
"FBgn0030960",483,639,768,657
"FBgn0083010",0,0,0,1
"FBgn0030575",338,244,503,369
"FBgn0004050",4560,4910,3877,3978
"FBti0019615",0,0,0,0
"FBgn0029813",56,65,53,66
"FBgn0002579",54746,53046,36407,34671
"FBti0060501",0,0,0,0
"FBgn0267965",0,1,0,1
"FBti0019603",683,981,1192,967
"FBgn0024361",18,35,48,61
"FBgn0029885",817,925,923,1042
"FBti0061674",0,0,0,0
"FBgn0022710",332,452,366,397
"FBti0019606",2,5,4,6
"FBgn0029851",1,3,57,17
"FBgn0003996",73,117,159,112
"FBgn0263211",0,0,2,0
"FBgn0030425",2,11,3,0
"FBgn0266263",0,0,0,0
"FBgn0030509",0,0,0,0
"FBgn0004687",3764,4401,4199,5266
"FBgn0023177",6984,8054,5959,6532
"FBti0060556",0,0,0,0
"FBti0061668",0,0,0,0
"FBgn0052493",0,0,0,0
"FBti0062917",1,0,0,0
"FBgn0015615",3279,4177,3843,4038
"FBgn0027546",577,704,540,584
"FBgn0263830",3,9,3,1
"FBtr0309576_df_nrg",0,0,0,0
"FBti0063545",0,0,0,0
"FBgn0028686",7845,8541,7262,7389
"FBgn0267071",0,0,0,0
"FBgn0263665",0,0,0,0
"FBgn0052588",1,0,0,0
"FBgn0030089",2079,3096,3131,2934
"FBgn0069938",2,0,0,0
"FBti0061168",0,0,0,0
"FBgn0085350",0,0,0,0
"FBgn0085446",2303,3473,6107,4771
"FBti0063604",0,0,0,0
"FBtr0309746_df_nrg",0,0,0,0
"FBti0019625",16,18,10,19
"FBgn0082924",0,0,0,0
"FBgn0029816",0,1,0,1
"FBti0063327",0,0,0,0
"FBgn0083011",0,0,2,0
"FBti0062761",0,0,0,0
"FBgn0004648",3137,4302,7047,4722
"FBgn0030396",240,343,126,321
"FBgn0031020",7818,9380,9052,8640
"FBgn0030595",0,3,4,1
"FBgn0025387",50,49,53,23
"FBgn0030005",8,5,7,12
"FBgn0000233",217,312,400,386
"FBgn0030403",1957,2060,2332,1847
"FBgn0027537",3111,3840,4278,3952
"FBgn0030522",232,335,324,352
"FBgn0266280",0,5,3,1
"FBgn0029929",970,1048,1291,1276
"FBgn0267059",0,0,0,0
"FBgn0030607",78,78,52,70
"FBgn0040347",244,338,333,339
"FBti0063589",0,0,0,0
"FBgn0030983",2,2,1,1
"FBgn0264449",5073,6980,7427,6372
"FBgn0259699",0,0,0,0
"FBgn0030660",415,513,510,610
"FBti0062861",18,25,13,13
"FBgn0030120",10,9,15,8
"FBtr0309741_df_nrg",0,0,0,0
"FBgn0004198",1977,3574,3343,2457
"FBgn0053221",1,0,0,0
"FBgn0002873",1,5,5,3
"FBgn0267176",0,0,0,0
"FBgn0023540",267,329,499,470
"FBgn0052821",1,0,0,0
"FBti0019630",0,0,0,0
"FBti0061943",0,1,1,1
"FBgn0261592",58343,61401,64490,61110
"FBgn0030641",8,18,13,20
"FBgn0030336",1890,2226,2965,2600
"FBti0063008",0,0,0,0
"FBgn0030668",235,253,516,374
"FBgn0267033",1148,2079,1331,1280
"FBgn0040340",2527,3092,2433,2814
"FBgn0003086",0,1,46,9
"FBgn0261675",1,2,0,0
"FBti0019690",0,0,0,0
"FBti0019732",1,0,0,0
"FBti0060042",6,2,9,9
"FBgn0259677",237,355,379,241
"FBgn0000152",332,321,512,419
"FBgn0029966",0,0,0,0
"FBgn0029903",9945,14379,8826,10646
"FBgn0265916",1,0,0,0
"FBgn0027335",1701,1997,2377,2218
"FBgn0263257",389,642,1391,655
"FBti0059938",0,0,0,0
"FBgn0267084",5,3,3,3
"FBgn0053491",0,0,0,0
"FBgn0001189",995,1205,1176,1164
"FBti0059953",0,0,0,0
"FBgn0040345",10,9,12,15
"FBgn0029589",0,0,2,1
"FBgn0052600",338,481,853,544
"FBgn0250862",7,23,40,18
"FBgn0030881",0,1,0,0
"FBgn0001330",917,1084,1214,1140
"FBgn0030955",3994,4446,1872,3349
"FBgn0047095",17,11,19,10
"FBgn0267514",0,0,0,0
"FBgn0262409",0,0,0,1
"FBti0019087",0,0,0,0
"FBgn0004045",5,2,7,7
"FBgn0030832",0,0,0,0
"FBtr0472796_df_nrg",0,0,0,0
"FBti0063326",0,0,0,0
"FBti0019675",0,0,0,0
"FBgn0027329",10150,10970,11195,10742
"FBgn0026313",2587,3738,3336,3235
"FBgn0029722",26,17,34,35
"FBgn0030122",1261,1431,1446,1504
"FBti0060518",0,0,0,0
"FBgn0004391",1712,2171,2682,2257
"FBti0059708",0,0,0,0
"FBtr0309616_df_nrg",0,0,0,0
"FBti0062994",0,0,0,0
"FBgn0024251",3,6,9,2
"FBgn0267021",0,1,0,4
"FBgn0030620",0,2,5,0
"FBti0061357",0,0,0,0
"FBgn0264268",0,0,0,0
"FBgn0029825",319,381,478,443
"FBgn0267068",0,0,0,0
"FBti0019084",0,0,0,1
"FBgn0267161",0,0,0,0
"FBti0061165",0,0,0,1
"FBgn0025616",4,14,18,13
"FBgn0025645",0,1,1,3
"FBgn0030298",0,0,0,0
"FBgn0015380",3096,4282,3616,3950
"FBgn0266023",0,0,0,0
"FBgn0266027",0,0,0,2
"FBgn0263049",14,6,0,3
"FBgn0031250",100,143,122,131
"FBtr0304384_df_nrg",0,0,0,0
"FBti0019854",0,0,0,0
"FBgn0032878",2,0,0,0
"FBgn0026324",1222,1246,1004,1177
"FBgn0031255",12,40,41,43
"FBgn0266224",1,0,1,1
"FBgn0053878",0,0,0,0
"FBti0063456",0,0,0,0
"FBgn0267986",2,0,0,0
"FBgn0262960",1,0,0,0
"FBgn0003448",649,842,674,877
"FBti0064057",0,0,0,0
"FBti0060272",0,0,0,0
"FBti0064281",0,0,0,0
"FBgn0031268",427,575,724,781
"FBtr0304352_df_nrg",0,0,0,0
"FBgn0032294",0,3,4,0
"FBti0019256",0,0,0,0
"FBgn0262413",0,0,0,2
"FBgn0028858",0,0,0,1
"FBgn0031733",4,8,2,2
"FBti0060243",0,0,0,0
"FBgn0032416",0,0,0,6
"FBgn0053848",0,0,0,0
"FBgn0032929",457,587,764,804
"FBti0063319",0,0,0,0
"FBti0019146",0,0,0,0
"FBti0059712",0,0,0,0
"FBgn0020906",0,0,0,0
"FBgn0012017",0,0,0,0
"FBgn0000056",0,0,0,0
"FBgn0265805",0,0,0,0
"FBti0019800",0,0,0,0
"FBgn0031238",657,772,882,799
"FBgn0266215",0,0,0,0
"FBgn0031462",1,0,3,1
"FBgn0032744",329,358,434,342
"FBti0019805",0,0,0,0
"FBgn0010314",1194,1294,2181,2200
"FBgn0027496",2289,2383,1667,1810
"FBgn0001987",754,1143,759,1010
"FBgn0031306",2766,3566,9555,4978
"FBgn0086037",0,0,0,0
"RR48345_transposable_element",0,2,2,1
"FBgn0032169",733,782,781,730
"FBti0059639",0,0,0,0
"FBgn0045852",2273,3379,1508,2826
"FBgn0053552",4,9,12,16
"FBti0062233",0,2,1,0
"FBgn0031231",535,524,708,652
"FBgn0028645",272,353,688,375
"FBgn0032363",1598,2242,2040,2099
"FBgn0031875",1122,1350,1238,1305
"FBgn0267292",0,0,0,0
"FBgn0265810",0,0,0,2
"FBgn0032067",0,3,1,0
"FBgn0028979",685,985,1067,984
"FBti0019221",7,4,16,2
"FBgn0032030",1507,1663,1669,1629
"FBgn0032626",0,0,0,0
"FBti0060282",0,0,0,0
"FBgn0266824",0,0,0,0
"FBgn0031675",619,784,676,618
"FBgn0266304",0,0,0,0
"FBgn0032348",3782,4678,3725,3930
"FBgn0032973",0,0,0,0
"FBgn0031410",2,0,0,0
"FBgn0051643",269,345,448,404
"FBgn0065107",0,0,0,0
"FBti0019118",0,1,2,0
"FBgn0266896",0,0,0,0
"FBgn0032040",0,0,0,8
"FBgn0265688",0,0,0,0
"FBgn0266222",2,3,9,5
"FBti0064137",0,0,0,0
"FBti0060565",0,0,0,0
"FBgn0032800",1268,1478,1257,1171
"FBgn0032084",61,91,54,81
"FBgn0031454",0,0,0,0
"FBgn0053730",0,0,0,0
"FBgn0264815",749,935,1894,1135
"FBgn0262200",0,0,0,0
"FBgn0264868",0,0,1,0
"FBgn0023388",2348,3234,4142,3376
"FBgn0003386",486,792,1399,824
"FBgn0264952",0,1,0,0
"FBgn0085211",0,0,0,0
"FBgn0031488",771,836,983,948
"FBgn0266324",0,0,0,0
"FBgn0086347",926,1071,2092,1643
"FBgn0051663",1112,1516,2570,1778
"FBti0061378",0,0,0,0
"FBgn0032124",24,9,26,17
"FBgn0011859",1,0,1,0
"FBti0062985",2,4,4,1
"FBgn0013323",176,184,165,172
"FBgn0264996",0,0,0,0
"FBgn0003046",24,43,16,50
"FBti0064121",0,0,0,0
"FBgn0031295",0,0,0,0
"FBgn0265910",1,0,0,0
"FBgn0266901",0,0,0,0
"FBgn0053834",0,0,0,0
"FBti0019858",0,0,0,0
"FBgn0053858",0,0,0,0
"FBgn0028532",0,1,0,0
"FBgn0031388",1,0,0,0
"FBgn0032785",42,40,6,23
"FBgn0265788",0,0,0,0
"FBgn0264556",15,22,21,21
"FBgn0004611",2426,3228,4207,3259
"FBgn0011860",0,0,0,0
"FBti0063648",0,0,0,0
"FBti0019171",0,1,0,0
"FBgn0266871",10,8,16,15
"FBgn0010612",2748,2849,2903,2685
"FBgn0264441",0,3,1,1
"FBti0060865",0,0,0,0
"FBgn0266070",0,0,0,0
"FBgn0259230",0,0,1,0
"FBgn0027779",2841,3611,5261,4478
"FBgn0263133",489,691,882,701
"FBti0019860",0,0,0,0
"FBgn0265791",0,0,0,0
"FBti0064218",0,0,0,0
"FBgn0265679",0,0,0,0
"FBgn0032549",0,2,1,0
"FBgn0266798",0,0,0,0
"FBgn0032420",364,482,607,542
"FBgn0031264",187,233,247,207
"FBgn0052982",619,853,1052,959
"FBti0060340",1,6,3,5
"FBti0062821",5,3,0,1
"FBti0062121",0,0,0,0
"FBgn0264448",1,0,1,0
"FBgn0263582",3,3,3,0
"FBgn0032335",0,0,0,0
"FBgn0031286",597,658,673,615
"FBgn0053117",6,2,0,0
"FBgn0031873",549,599,574,745
"FBgn0032377",120,72,205,138
"FBgn0027363",3030,3855,2603,3015
"FBgn0031492",2510,3065,2686,2768
"FBgn0032598",1,4,0,0
"FBti0060689",0,0,0,1
"FBti0063630",1,0,0,0
"FBgn0032020",450,515,528,628
"FBgn0032601",28,49,48,62
"FBti0060557",0,0,2,0
"FBgn0011863",0,0,0,0
"FBgn0032336",166,185,858,363
"FBgn0031986",19,35,27,27
"FBgn0032721",3704,3948,3751,3696
"FBgn0266157",0,0,0,0
"FBgn0262191",0,0,0,0
"FBti0063610",0,0,0,0
"FBgn0031876",179,221,284,261
"FBgn0267488",1794,2667,2920,2757
"FBgn0032262",7,17,25,13
"FBgn0263050",0,0,0,0
"FBti0060131",0,0,0,0
"FBgn0031837",88,97,68,59
"FBti0019181",0,1,0,0
"FBgn0051755",12,25,33,44
"FBgn0031389",81,13,57,39
"FBti0062122",0,0,0,0
"RR49017_transposable_element",1,9,5,0
"FBgn0031695",41,21,219,109
"FBgn0032462",2,6,1,4
"FBgn0267915",0,0,0,0
"FBgn0020503",1019,1392,2230,1819
"FBti0062181",0,0,0,0
"FBgn0053642",0,0,1,1
"FBgn0010263",199,319,87,119
"FBgn0262445",0,1,0,0
"FBgn0032285",11,13,48,28
"FBgn0286889",0,0,0,0
"FBgn0002855",0,0,0,0
"FBgn0053877",0,0,0,0
"FBgn0266428",0,0,0,0
"FBgn0053838",0,0,0,0
"FBgn0001170",2,2,1,3
"FBgn0032086",0,0,0,0
"FBgn0040097",3,2,1,1
"FBti0062911",2,3,2,4
"FBgn0004872",15,19,17,26
"FBgn0032513",615,762,872,826
"FBtr0309745_df_nrg",0,0,0,0
"FBgn0026391",0,0,0,0
"FBgn0264864",0,0,0,0
"FBgn0031239",705,981,1313,907
"FBgn0028903",2,1,0,0
"FBgn0031654",0,0,0,1
"FBgn0053735",0,0,0,0
"FBti0019259",0,0,0,0
"FBti0062950",1,0,0,0
"FBti0060635",0,0,0,0
"FBti0062912",3,3,8,4
"FBgn0032219",4,3,9,4
"FBgn0051849",229,321,301,254
"FBgn0011559",0,0,2,4
"FBgn0053852",0,0,0,0
"FBgn0266844",0,0,0,0
"FBgn0263971",0,0,0,1
"FBgn0004419",4908,5958,6451,7369
"FBti0019144",2,0,0,0
"FBgn0031320",1373,1638,1394,1379
"FBgn0032100",449,533,438,448
"FBgn0031734",26,52,50,64
"FBgn0028430",199,43,142,84
"FBti0060304",0,0,4,0
"FBgn0015664",3456,4430,4450,4905
"FBgn0263765",6,13,17,1
"FBgn0031455",0,0,0,0
"FBgn0000228",835,1169,1211,1272
"FBgn0032850",50,51,41,49
"FBti0019228",0,0,0,0
"FBgn0032143",0,2,2,3
"FBgn0002121",2296,3011,4235,4284
"FBgn0004584",8414,9181,8176,7690
"FBgn0259111",733,1057,2169,991
"FBgn0043854",3,2,4,4
"FBgn0032899",1980,1876,5370,3648
"FBgn0263916",5556,6513,6708,6536
"FBgn0263536",0,0,0,0
"FBgn0000153",12,20,7,6
"FBgn0262359",0,0,0,0
"FBti0063622",0,0,0,0
"FBti0019836",0,0,0,0
"FBti0062928",13,3,43,32
"FBgn0028425",1552,1920,4041,2640
"FBgn0283440",0,0,2,0
"FBgn0053888",0,0,0,0
"FBgn0262743",3703,5554,6381,5894
"FBgn0261089",219,312,621,346
"FBgn0032522",0,2,0,2
"FBti0064055",0,0,0,0
"FBgn0264087",335,407,1441,693
"FBgn0031893",1184,1348,1588,1394
"FBgn0051885",0,0,0,0
"FBgn0031456",999,1308,1077,1081
"FBtr0472770_df_nrg",0,0,0,0
"FBgn0082936",0,0,0,0
"FBgn0031854",1,0,3,5
"FBti0062849",0,0,0,0
"FBgn0263843",0,1,2,2
"FBgn0001983",1471,1816,1784,1889
"FBti0062263",0,1,1,0
"FBgn0028987",0,0,0,0
"FBti0019877",0,0,0,0
"FBgn0283659",255,309,276,358
"FBti0060301",0,1,0,0
"FBgn0031542",35,34,65,62
"FBgn0042187",0,0,0,0
"FBti0062802",4,6,5,7
"FBgn0027600",930,1385,406,780
"FBtr0472777_df_nrg",0,0,0,0
"FBgn0028572",1652,2089,1985,1634
"FBti0060159",0,0,0,1
"FBgn0053899",0,0,0,0
"FBgn0263842",0,3,0,0
"FBti0061155",0,0,0,0
"FBtr0304220_df_nrg",0,0,0,0
"FBgn0262947",12,12,10,6
"FBgn0264266",0,0,0,0
"FBgn0040099",73,36,27,17
"FBgn0053511",0,0,0,1
"FBti0064250",0,0,0,0
"FBgn0263080",0,0,0,0
"FBgn0031466",1,0,3,4
"FBgn0267743",0,0,0,0
"FBgn0053871",0,0,0,0
"FBgn0032602",3,1,4,1
"FBgn0063389",1,2,0,0
"FBgn0085374",0,0,0,0
"FBgn0041723",2666,3715,3219,2706
"FBgn0053883",0,0,0,0
"FBti0059810",0,0,0,0
"FBgn0032305",2090,2792,2762,2536
"FBgn0032136",465,648,418,328
"FBgn0085339",185,196,204,253
"FBgn0042092",272,297,400,444
"FBgn0032167",42,38,24,38
"FBgn0032293",1052,1223,1039,1121
"FBgn0032053",772,737,840,798
"FBgn0250903",0,0,0,0
"FBgn0024734",277,368,400,387
"FBgn0031592",1,4,4,3
"FBgn0053120",11,15,6,4
"FBti0019098",0,0,0,0
"FBgn0032780",4,6,15,11
"FBgn0053922",2,2,0,2
"FBgn0011865",0,0,0,0
"FBgn0032175",0,1,0,0
"FBgn0260954",27,11,9,48
"FBgn0264545",0,0,0,0
"FBti0062931",0,0,1,0
"FBgn0051797",1,0,0,0
"FBgn0031459",4684,4499,3796,3993
"FBti0060284",2,1,1,4
"FBgn0263649",2,3,2,3
"FBti0064076",0,0,0,0
"FBti0019188",0,0,0,0
"FBgn0001992",28,27,58,42
"FBti0063673",0,4,0,0
"FBgn0015772",1601,2151,2985,2474
"FBgn0032244",658,740,897,1018
"FBgn0032109",2,2,1,1
"FBgn0262272",0,0,0,0
"FBti0062818",0,0,0,0
"FBgn0010520",599,679,689,658
"FBgn0003270",0,5,0,0
"FBgn0031610",155,230,238,249
"FBgn0053826",0,0,0,0
"FBgn0022069",2707,2894,3627,3363
"FBgn0032480",1464,1825,1693,1599
"FBgn0261871",127,172,382,249
"FBgn0031697",646,837,1104,896
"FBgn0031390",3523,4882,4364,4409
"FBti0062268",0,0,0,0
"FBgn0001942",64682,66382,68937,63231
"FBgn0011985",0,3,0,0
"FBgn0266318",2,13,5,3
"FBgn0267268",0,0,0,0
"FBti0059647",0,0,0,0
"FBgn0031620",2,0,0,0
"FBti0062954",0,0,0,0
"FBti0062976",0,0,2,1
"FBti0063690",0,0,0,0
"FBgn0086758",1610,2237,4395,2372
"FBti0063493",0,0,0,0
"FBti0019797",0,0,0,0
"FBgn0265907",0,0,0,0
"FBgn0264867",0,0,0,0
"FBgn0264349",0,0,0,0
"FBgn0266843",0,0,0,0
"FBgn0032717",2201,3016,3069,2874
"FBgn0031313",2523,2651,5945,4855
"FBgn0032520",18,16,0,4
"FBgn0032318",0,2,0,0
"FBti0063586",0,0,0,0
"FBti0019749",0,0,0,0
"FBgn0266369",1140,1397,1052,1063
"FBgn0263327",0,0,0,0
"FBgn0263982",0,0,0,0
"FBgn0004620",45,70,27,48
"FBgn0003444",555,786,801,837
"FBgn0052831",1542,1769,1591,1693
"FBgn0051908",2362,2972,2987,3100
"FBgn0259151",8,16,8,12
"FBgn0032882",1578,1759,1820,1695
"FBgn0053890",0,0,0,0
"FBgn0266160",1,0,0,1
"FBgn0266140",0,0,0,0
"FBgn0031450",1946,2425,1834,1900
"FBgn0010398",425,469,371,447
"FBti0062269",0,4,1,0
"FBgn0014127",2531,2976,3264,3275
"FBgn0261068",1185,1191,882,1095
"FBgn0051665",1497,2245,3580,2242
"FBgn0265995",0,0,0,0
"FBti0059982",0,0,0,0
"FBgn0267927",1,0,2,0
"FBti0059635",0,0,0,0
"FBgn0031834",265,305,315,294
"FBgn0262002",5,0,0,0
"FBgn0021856",1211,1254,1374,1427
"FBgn0032153",121,101,86,107
"FBgn0015924",859,1184,1005,1147
"FBgn0031700",3,2,11,0
"FBti0060338",0,0,0,0
"FBgn0032205",204,189,255,223
"FBti0060370",0,1,3,0
"FBti0062647",3,1,1,0
"FBgn0031314",1395,1502,1071,1120
"FBgn0051824",0,0,0,0
"FBtr0309607_df_nrg",0,0,0,0
"FBti0062724",0,0,0,0
"FBgn0031579",0,0,0,2
"FBgn0266910",0,0,0,1
"FBgn0086673",44,58,14,36
"FBgn0265070",0,0,0,0
"FBti0062176",0,0,0,0
"FBti0061431",0,0,0,0
"FBgn0032399",26,38,24,35
"FBgn0040228",414,464,475,442
"FBti0062208",1,5,0,1
"FBgn0000114",775,966,927,797
"FBgn0051955",7,6,5,4
"FBgn0032514",1811,2387,2181,2234
"FBti0062930",0,0,0,0
"FBgn0031791",126,142,48,76
"FBgn0265452",0,0,0,0
"FBgn0267267",0,0,0,0
"FBgn0015399",1417,2270,2323,1958
"FBgn0250835",2,4,2,0
"FBti0019234",0,0,0,0
"FBgn0026379",617,864,914,899
"FBgn0032805",148,179,241,300
"FBgn0032125",1,1,0,0
"FBgn0265794",0,0,0,0
"FBgn0260446",520,718,1449,802
"FBgn0032101",802,922,928,1033
"FBgn0028515",1546,1626,1974,1876
"FBgn0001991",497,821,1531,809
"FBgn0000351",116,157,155,149
"FBgn0085477",0,0,0,0
"FBgn0263866",0,0,0,0
"FBti0059747",0,0,0,0
"FBti0019236",0,0,2,0
"FBgn0040972",0,5,0,0
"FBgn0262456",0,0,0,0
"FBti0060558",0,0,0,0
"FBgn0053928",0,0,0,0
"FBgn0032486",377,461,490,434
"FBgn0031611",797,1097,835,854
"FBgn0265816",0,0,0,0
"FBgn0266169",0,0,0,0
"FBgn0032479",6326,9041,8390,7814
"FBgn0031530",794,1213,1481,1115
"FBgn0053296",0,0,0,2
"FBgn0264993",0,0,0,0
"FBgn0267255",0,0,0,0
"FBgn0053731",0,0,0,0
"FBti0019792",0,0,0,0
"FBti0062262",1,1,0,0
"FBti0060722",0,0,0,0
"FBti0062929",0,0,8,4
"FBgn0267282",0,0,0,0
"FBgn0032857",446,433,705,533
"FBgn0031710",701,729,798,840
"FBgn0266221",0,0,0,0
"FBgn0261055",1,0,0,0
"FBgn0032740",3,1,3,2
"FBgn0000250",1922,2531,2911,2814
"FBgn0031653",0,1,0,1
"FBgn0264994",0,0,0,0
"FBgn0031805",30,3,43,21
"FBgn0032376",5,0,0,0
"FBgn0053728",0,0,0,0
"FBgn0001075",1521,2209,3175,2810
"FBgn0262001",0,0,1,0
"FBgn0051971",0,0,0,0
"FBgn0031437",2076,2305,1941,1982
"FBti0060175",0,0,0,0
"FBti0062130",1,13,7,14
"FBgn0032404",0,0,0,0
"FBgn0028902",7,0,0,0
"FBti0019791",0,0,0,0
"FBgn0263564",0,0,0,0
"FBgn0086357",7220,9181,9312,9287
"FBgn0024689",1353,1540,1487,1405
"FBti0019205",0,2,1,6
"FBgn0051954",1,2,1,0
"RR48902_transposable_element",0,0,0,0
"FBgn0032770",4,2,2,0
"FBgn0028852",0,0,0,1
"FBgn0032858",689,794,654,570
"FBti0060356",0,0,0,0
"FBgn0031668",0,0,0,0
"FBti0060559",0,0,0,0
"FBgn0043841",1405,1609,3125,2296
"FBgn0032116",2,4,1,21
"FBgn0004915",1227,1515,1712,1709
"FBgn0052987",0,0,0,0
"FBti0063417",0,3,0,0
"FBgn0032809",0,0,2,1
"FBgn0265687",0,0,0,0
"FBgn0031769",9726,11744,12290,12790
"FBgn0263846",1086,1440,1878,1457
"FBti0062087",0,0,0,0
"FBgn0031560",5,7,16,27
"FBgn0032034",393,438,374,432
"FBgn0032881",713,737,550,470
"FBgn0265909",0,0,0,1
"FBgn0267285",1,1,0,1
"FBgn0032635",1643,1914,2137,2200
"FBgn0032586",3803,4803,5621,5948
"FBgn0031782",1449,1568,1350,1256
"FBgn0031638",1351,1439,1170,1124
"FBtr0472734_df_nrg",0,0,0,0
"FBgn0032979",2901,3632,3637,3912
"FBgn0015271",799,835,833,818
"FBgn0051729",2482,3802,3721,3479
"FBgn0265585",0,0,0,0
"FBti0064139",0,0,0,0
"FBgn0024314",6275,7020,4129,4725
"FBgn0053851",0,0,0,0
"FBti0060095",0,0,0,0
